speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Joey',13,"b'Nah, it\xc2\x92s okay. Right, Gunther?'",neutral,neutral,"fo_o_fw_""_by_bc",qy,^q,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Gunther',14,b'Don\xc2\x92t wink at me. And put on your apron.',anger,negative,sd,sd,ad,sd,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',15,"b'Okay, but I don\xc2\x92t see you asking any other paying customers to put on aprons.'",sadness,negative,sd,sd,sd,sd,ad,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',16,"b'Joey, do you work here?'",surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',17,b'No.',neutral,neutral,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Customer',18,"b'Hey, waiter.'",neutral,neutral,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Joey',19,b'Yeah?',neutral,neutral,bh,qy,%,bh,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Chandler',0,"b'You\xc2\x92ve reached Monica and Chandler\xc2\x92s, if you\xc2\x92re listening to this message, we\xc2\x92re probably screening.  Yeah we are.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'The Museum Official',1,"b'Hi, this is Heldi from the Morgan Chase museum.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'The Museum Official',2,b'I\xc2\x92m calling for Monica Geller.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'The Museum Official',3,"b'I want to let her know that there was a cancellation and if she\xc2\x92s still interested in having the Bing-Geller wedding at our facility, it is available'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Chandler',4,"b'This is Chandler Bing! This is Chandler Bing!  Yes, the groom\xc2\x97No! Not the groom!!'",surprise,negative,qy^d,sd,sd,^q,qy,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Monica',0,b'Thank you.',neutral,neutral,fc,fc,fp,ft,fp,fp,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Phoebe',1,b'Thanks.',neutral,neutral,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Monica',2,"b""I can't believe this! This is like the worst night ever!""",anger,negative,sv,sd,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',3,"b""Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am""",neutral,neutral,sd,sd,sv,qy^d,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Monica',4,"b""This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.""",sadness,negative,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',5,b'So go fix it!',neutral,neutral,ad,^2,ad,ad,ad,ad,AllNotMatch,ConMatch,NotMatch
b'Phoebe',6,b'Go find Chandler!',neutral,neutral,ad,ad,ad,^q,ad,ad,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',7,"b""He's probably up in your room!""",sadness,negative,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',8,"b""Tell him that you're sorry and that you love him.""",anger,negative,ad,sd,ad,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',9,"b""Y'know what? You're right Phoebe. You're right. Thank you!""",joy,positive,fc,"fo_o_fw_""_by_bc",ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Phoebe',10,"b'Sure!   Yeah! Las Vegas, number one!'",joy,positive,sd,qy^d,fc,^q,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Monica',11,b'Anybody lose this?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'The Croupier',12,"b""Comin' out. Place your bet.  Dice are out.  Double or nothin'! Pay the front line!""",joy,positive,sv,ad,sd,ad,ad,ad,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Monica',13,b'Hmm.',neutral,neutral,b,b,b,ny,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',0,b'Do you remember where the duck food is?',neutral,neutral,qy,qy,qy,qy,qw,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',1,"b'Yeah, it\xc2\x92s in the guys\xc2\x92 apartment under the sink. Why?'",surprise,negative,sd,sd,na,sd,qy,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Rachel',2,b'Because I\xc2\x92m going to London.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',3,b'What?! What do you mean you\xc2\x92re going to London?',surprise,negative,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Rachel',4,"b'Yeah, I have to tell Ross that I love him.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',5,"b'Now honey, you take care, you don\xc2\x92t have those babies until I get back.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',6,"b'I\xc2\x97Rachel, you can\xc2\x92t go! Ross loves Emily!'",fear,negative,qy^d,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Rachel',7,"b'Yeah, I know, I know, I know he does.'",fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',8,b'But I have to tell him how I feel!',sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',9,b'He deserves to have all the information and then he can make an informed decision.',neutral,neutral,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',10,b'That\xc2\x92s not why you\xc2\x92re going!',sadness,negative,sv,qy,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',11,"b'You\xc2\x92re going because you hope he\xc2\x92s gonna say, ""Yeah, I love you too, Rach.'",sadness,negative,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',12,"b'Forget that British chippy.""'",sadness,negative,sd,sd,bf,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',13,b'Ohh\xc2\x97Do you think he will?!',surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',14,b'No!',sadness,negative,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Phoebe',15,b'Because he\xc2\x92s in love with the British chippy!',sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',16,"b'Look, Rachel, if you go, you\xc2\x92re just gonna mess with his head and ruin his wedding!'",anger,negative,sd,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',17,"b'Y\xc2\x92know, it\xc2\x92s too late!'",anger,negative,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',18,b'You missed you\xc2\x92re chance!',sadness,negative,qy^d,qy,sv,bf,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',19,"b'I\xc2\x92m sorry, I know this must be really hard, it\xc2\x92s over.'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',20,"b'Y\xc2\x92know what? No. It\xc2\x92s not over until someone says, ""I do.""'",anger,negative,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',21,"b'I do! I do! I do!  I do!  Ugh, like I can really chase you. I\xc2\x92m carrying a litter.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',0,b'So is everybody here?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'I got here a little early myself.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',2,b'Let us begin.',neutral,neutral,fc,ad,ad,ad,ad,ad,AllNotMatch,ConMatch,NotMatch
b'Ross',3,"b'Now, the hydrosaurids have been unearthed in two main locations.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',4,b'Here.',neutral,neutral,b,sd,b,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',5,b'Here.',neutral,neutral,b,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ross',6,b'Now as for the hydrosaurs',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',0,"b'Well, so anyway Beth, what I\xc2\x92m saying is I should\xc2\x92ve considered your feelings before I went home with you that night.'",neutral,neutral,sd,sd,sd,sd,qy^d,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Joey',1,"b'I\xc2\x92ve ah, I\xc2\x92ve recently learned what\xc2\x92s it like to be on your side of it, and I\xc2\x92m sorry.'",sadness,negative,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',2,"b'So, do you think you can forgive me?'",sadness,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',3,b'Great.',joy,positive,ba,ba,ba,sv,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',4,b'Thanks.',joy,positive,fc,fc,fc,ft,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',5,"b'Okay, bye.'",neutral,neutral,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Joey',6,"b'Hello, Jennifer?'",neutral,neutral,fp,qy,fc,fp,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Joey',7,"b'Oh hi, Mrs. Loreo, is Jennifer there?'",surprise,positive,qy,qy,fp,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',8,"b'Oh, she\xc2\x92s not home huh?'",surprise,negative,qy,qy,fp,qy,ny,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',9,"b'Well ah, actually I kinda need to talk to you too.'",neutral,neutral,fc,fc,fc,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Phoebe',0,b'Hey!',anger,negative,ba,ba,fc,ft,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',1,b'Hi.',neutral,neutral,fp,fp,fc,fp,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Phoebe',2,b'Are you all right?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Rachel',3,b'Uhh\xe2\x80\xa6 I think I just got engaged.',fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',4,b'Oh my God! He did it?',surprise,positive,qy,sd,^q,fc,qy^d,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',5,b'Well\xe2\x80\xa6did you know he was gonna ask me?',joy,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',6,b'Are you kidding?',surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',7,b'I\xe2\x80\x99m like the one who talked him into it.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',8,b'I  like to think of myself as the puppet master of the group.',sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',9,b'And you really think this is a good idea?',sadness,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',10,"b'I just talked him into it, don\xe2\x80\x99t tell me I have to do you too.  The puppet master gets tired people.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',11,b'I just don\xe2\x80\x99t know! It just doesn\xe2\x80\x99t feel right.',sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',12,"b'Why?! You two are so meant to be together, everybody thinks  so.'",surprise,positive,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Rachel',13,b'Really?! Even Ross?',surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',14,b'Especially Ross!',joy,positive,sv,sv,sv,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',15,"b'Oh uh, hey Pheebs. Uh y\xe2\x80\x99know what? I\xe2\x80\x99ll-I\xe2\x80\x99ll come  back later.'",neutral,neutral,qy,sd,ad,^q,bk,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',16,"b'Wow! Kind of uh, kind of a full house here. I\xe2\x80\x99ll guess just\xe2\x80\xa6I\xe2\x80\x99ll  come back.'",surprise,positive,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Phoebe',17,"b'There he goes, your fianc\xc3\xa9e.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',18,b'I guess so.',neutral,neutral,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Phoebe',19,b'Although he does play with himself in his sleep.',neutral,neutral,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',20,b'I can\xe2\x80\x99t say that I\xe2\x80\x99m surprised.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',0,"b'Oh, that is so unfortunate.'",sadness,negative,sv,sv,sv,sv,ba,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',1,b'What?',neutral,neutral,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',2,b'Cute naked guy is really starting to put on weight.',joy,positive,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',3,"b'Okay, I\xc2\x92ll be back in just a minute. Oh, Phoebe I\xc2\x92m sorry that I left lipstick marks on the phone.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',4,b'You didn\xc2\x92t leave lipstick marks on the phone.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',5,"b'Oh, then it must\xc2\x92ve been you. Bye.'",neutral,neutral,fc,fc,fc,sd,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',6,b'Bye-bye!  That\xc2\x92s why I moved out.',joy,positive,fc,^q,ad,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',7,"b""Hey, y'know while we\xc2\x92re on that, when are you gonna tell my sister that you don\xc2\x92t live here anymore.""",neutral,neutral,qy,qh,ad,qw,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',8,b'I think on some levels she already knows.',neutral,neutral,sd,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Jeannine',0,b'Night Mon. Night Julio.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Julio',1,b'Adi\xc3\xb3s.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',2,"b'Look Julio, someone left their book here.'",surprise,negative,bf,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Julio',3,"b'Ah actually, that is mine.'",neutral,neutral,aa,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Monica',4,"b'Oh yeah, what are you reading?'",neutral,neutral,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Julio',5,"b'Flowers of Evil, by Beaudalire. Have you read it?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Monica',6,"b'Have I read it?  No, are you enjoying it?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Julio',7,"b""I thought I would, but the translation's no good.""",neutral,neutral,sv,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',8,"b""Your a poet and don't know it.""",neutral,neutral,sv,sv,ad,sv,bf,sv,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Julio',9,"b'Actually I ah, I am a poet.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',10,"b'Oh, then you do know it.  So um what kind of things do you write about?'",neutral,neutral,sd,qo,qh,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Julio',11,"b'Things that move me. The, the shadow of a tree, a child laughing, or this lip.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',12,b'Mine?  Right here?',neutral,neutral,qy,qy,qy,qy,b,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Julio',13,b'I can write an epic poem about this lip.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',14,"b""How would that go?  Well, it didn't rhyme, but I liked it.""",joy,positive,sd,sd,sd,qw,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'The Conductor',0,"b'Last stop, Montreal. This stop is Montreal.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'What?',surprise,negative,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Woman On Train',2,"b'I made a bet with myself that you have beautiful eyes. Now that I see them, I win.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',3,b'What?',surprise,negative,br,br,br,qw,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Woman On Train',4,b'We\xc2\x92re at my stop. But would you like to have coffee?',neutral,neutral,qy,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',5,b'Are we really in Montreal?!',surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Woman On Train',6,"b'Yes we are. So, coffee?'",neutral,neutral,sd,qy,sd,qy,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',7,"b'Coffee sounds great.  Wait, so, so you live in Montreal?'",neutral,neutral,qy,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Woman On Train',8,"b'Oh, no. But it\xc2\x92s just a two hour ferry ride to Nova Scotia.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',0,"b'Okay, here\xc2\x92s batch 22.'",neutral,neutral,sd,sd,sd,b^m,bk,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Monica',1,"b'Oh, maybe these\xc2\x92ll taste a little like your grandmother\xc2\x92s.'",anger,negative,sv,sd,sd,qy^d,qy,sd,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Monica',2,"b'This has a little bit of orange peel, but no nutmeg.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',3,b'Let\xc2\x92s give it a shot.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',4,"b'Oh, what was that for? Like a bake sale?'",surprise,positive,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Monica',5,"b'No, just a Friday night.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',0,b'Would she?',neutral,neutral,qy,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Joey',1,b'Would she?  You ate my candy bar!',anger,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Rachel',0,"b'Oh God, I hate my job, I hate it, I hate my job, I hate it.'",disgust,negative,sd,sd,sd,ng,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',1,"b'I know honey, I\xc2\x92m sorry.'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',2,"b'Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it\xc2\x92s remotely related to the field they\xc2\x92re interested in.'",sadness,negative,sv,sd,^q,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Monica',3,"b'Gee, I don\xc2\x92t know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',4,"b'Oh honey, come on, I\xc2\x92m sorry, I didn\xc2\x92t....'",sadness,negative,fc,ad,^q,sd,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',5,"b""I don\xc2\x92t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.""",disgust,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',6,b'Hi! Is my misery amusing to you?',anger,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Guy',7,"b'I\xc2\x92m sorry, I wa, I wa, I was just ah....'",fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',8,"b'It\xc2\x92s not funny, this is actually my job.'",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Guy',9,"b'Oh believe me, I-I-I\xc2\x92ve been there. I had to sort mannequin heads at that Mannequins Plus.'",neutral,neutral,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',10,"b'Oh well then, so I\xc2\x92m just going to go back to talking to my friend here.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',11,b'And you can go back to enjoying your little hamburger.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Guy',12,"b'Ah, just one other thing.'",neutral,neutral,sd,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Rachel',13,b'Yes?!',joy,positive,bh,qy,^q,bh,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Guy',14,"b'I ah, I work at'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',15,b'Do you want my pickle?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Phoebe',0,"b""Do you think they have yesterday's daily news?""",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Monica',1,b'Why?',surprise,negative,br,qw,qw,qw,ny,qw,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',2,"b'Just wanna check my horoscope, see if it was right.'",neutral,neutral,sd,ad,sd,sd,ad,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',3,b'Oh my God.',surprise,positive,ba,ba,ba,^h,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',4,b'Phoebe.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',5,"b""Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into a pit of depression.""",neutral,neutral,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',6,"b'Where?  Ooh, come to Momma.'",joy,positive,fc,fc,ad,qw,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Monica',7,"b""He's coming. Be cool, be cool, be cool.""",anger,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Phoebe',8,b'We should do something. Whistle.',joy,positive,sd,sd,sv,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',9,b'We are not going to whistle.',anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',10,"b'Come on, do it.'",neutral,neutral,ad,^q,ad,ad,ba,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',11,b'No!',anger,negative,aa,nn,aa,aa,nn,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',12,b'Do it!',joy,positive,qy,qy,ad,qy,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Monica',13,b'No!',anger,negative,aa,nn,bd,nn,nn,nn,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',14,b'Do it do it do it!',joy,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Monica',15,b'Woo-woo!',joy,positive,ba,ba,ba,^2,nn,ba,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Phoebe',16,"b""I can't believe you did that!""",surprise,negative,sv,sd,sd,qy^d,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',0,"b'Hi! Umm, I\xc2\x92m Monica Geller, I\xc2\x92m the chef at Alessandro\xc2\x92s.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'The Food Critic',1,b'Still?',surprise,negative,qy,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',2,"b'I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.'",neutral,neutral,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'The Food Critic',3,b'I don\xc2\x92t see any reason why I would do that to myself again.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',4,"b'Either eat it, or be in it.'",anger,negative,bf,sd,ad,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',5,"b'Spoon?  So, what do you think?'",joy,positive,qw,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'The Food Critic',6,"b'I\xc2\x92m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.'",disgust,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',7,b'Thata girl! Huh? We should get out of here.. there\xc2\x92s a new class comin\xc2\x92 in.',joy,positive,sd,sd,ad,qw,qy,xx,AllNotMatch,NotConMatch,NotMatch
